material,weight_kg,transport_mode,transport_distance_km,manufacturing_intensity,material_co2,manufacturing_co2,transport_co2,total_co2_kg,material_encoded,transport_encoded,intensity_encoded
Butter,1.827,AIR,4004.6,MEDIUM,21.927,2.467,6.952,27.967,5,0,2
Steel,0.785,RAIL,611.9,HIGH,2.198,4.945,0.012,6.85,28,1,0
Plastic,0.089,SEA,10799.5,LOW,0.312,0.071,0.014,0.381,22,3,1
Shrimp,0.429,RAIL,1039.4,HIGH,7.714,1.95,0.011,9.403,27,1,0
Cheese,0.606,ROAD,2024.3,HIGH,8.187,2.123,0.147,10.123,6,2,0
Rice,1.978,SEA,11447.8,LOW,7.911,0.791,0.34,8.616,26,3,1
Pork,2.333,ROAD,523.6,MEDIUM,28.228,3.849,0.147,32.184,24,2,2
Oats,1.202,AIR,4132.1,MEDIUM,1.922,1.262,4.717,7.371,20,0,2
Potatoes,7.991,ROAD,2512.7,LOW,3.996,1.998,2.41,8.544,25,2,1
Wheat,0.779,ROAD,1271.3,LOW,1.091,0.273,0.119,1.494,32,2,1
Cotton,0.646,ROAD,1714.1,LOW,3.553,0.42,0.133,4.317,9,2,1
Chicken,0.161,ROAD,1676.0,LOW,1.109,0.08,0.032,1.225,7,2,1
Turkey,0.135,AIR,9272.7,LOW,1.474,0.068,1.191,2.705,31,0,1
Potatoes,4.291,SEA,17982.6,LOW,2.145,1.073,1.157,3.997,25,3,1
Rice,0.204,SEA,10246.9,LOW,0.817,0.082,0.031,0.905,26,3,1
Wood,11.807,ROAD,1805.2,LOW,5.904,4.723,2.558,13.328,33,2,1
Apples,1.487,ROAD,2848.0,LOW,0.595,0.372,0.508,1.459,1,2,1
Bananas,11.056,SEA,11669.7,LOW,7.739,2.764,1.935,13.095,2,3,1
Eggs,3.58,ROAD,1165.0,HIGH,17.182,11.276,0.5,30.087,10,2,0
Leather,0.28,SEA,8304.9,HIGH,4.766,1.962,0.035,6.626,15,3,0
Beans,3.17,ROAD,2541.2,MEDIUM,3.17,2.853,0.967,6.468,3,2,2
Rice,3.317,AIR,2896.2,MEDIUM,13.267,3.98,9.126,24.793,26,0,2
Eggs,0.448,RAIL,1630.8,LOW,2.149,0.201,0.018,2.476,10,1,1
Paper,1.08,ROAD,2184.9,LOW,1.404,0.54,0.283,2.358,21,2,1
Tofu,0.475,RAIL,2438.5,LOW,0.95,0.19,0.029,1.213,29,1,1
Paper,0.668,SEA,5303.5,LOW,0.868,0.334,0.053,1.284,21,3,1
Tomatoes,1.129,ROAD,1514.0,HIGH,2.372,2.372,0.205,4.591,30,2,0
Glass,1.061,ROAD,1778.9,HIGH,0.955,4.457,0.227,5.375,13,2,0
Turkey,2.357,ROAD,2943.6,MEDIUM,25.695,3.536,0.833,29.525,31,2,2
Beef,1.981,ROAD,863.8,HIGH,53.499,8.322,0.205,66.314,4,2,0
Wool,1.39,RAIL,1871.5,MEDIUM,14.454,2.919,0.065,17.127,34,1,2
Tofu,1.403,SEA,7881.5,LOW,2.806,0.561,0.166,3.341,29,3,1
Cotton,0.513,SEA,12977.9,LOW,2.823,0.334,0.1,3.604,9,3,1
Apples,3.636,SEA,17449.9,LOW,1.454,0.909,0.952,3.363,1,3,1
Beef,3.977,RAIL,642.1,MEDIUM,107.376,7.158,0.064,116.125,4,1,2
Nuts,5.146,SEA,7398.5,HIGH,11.836,12.608,0.571,24.211,19,3,0
Lettuce,1.823,SEA,5145.9,MEDIUM,1.64,1.367,0.141,3.1,17,3,2
Aluminum,4.67,SEA,12944.1,HIGH,38.292,40.86,0.907,85.783,0,3,0
Aluminum,3.392,SEA,9133.8,HIGH,27.813,29.678,0.465,60.623,0,3,0
Beans,12.636,ROAD,1540.1,LOW,12.636,3.791,2.335,18.341,3,2,1
Polyester,0.868,RAIL,4738.5,LOW,5.382,0.651,0.103,6.519,23,1,1
Fish_Wild,1.696,ROAD,2533.5,MEDIUM,4.917,2.035,0.515,8.221,12,2,2
Chicken,3.286,SEA,19537.1,LOW,22.673,1.643,0.963,24.43,7,3,1
Lamb,0.459,SEA,15337.7,HIGH,11.007,1.926,0.106,13.871,14,3,0
Nuts,2.495,ROAD,1129.7,MEDIUM,5.738,2.619,0.338,8.82,19,2,2
Polyester,1.511,SEA,12255.6,MEDIUM,9.367,3.399,0.278,11.996,23,3,2
Potatoes,6.231,RAIL,4745.8,LOW,3.116,1.558,0.739,5.273,25,1,1
Fish_Wild,5.664,SEA,13956.9,MEDIUM,16.427,6.797,1.186,25.715,12,3,2
Nuts,1.018,ROAD,556.0,MEDIUM,2.342,1.069,0.068,3.205,19,2,2
Plastic,6.318,AIR,10836.8,LOW,22.115,5.055,65.049,90.013,22,0,1
Shrimp,2.439,RAIL,2191.1,HIGH,43.904,11.098,0.134,55.172,27,1,0
Bananas,3.659,SEA,12416.0,LOW,2.562,0.915,0.682,4.413,2,3,1
Aluminum,6.959,ROAD,1779.8,HIGH,57.065,60.892,1.486,117.824,0,2,0
Lamb,0.235,RAIL,515.1,HIGH,5.651,0.989,0.003,6.086,14,1,0
Nuts,0.39,ROAD,2703.5,LOW,0.898,0.137,0.127,1.04,19,2,1
Lamb,1.659,AIR,7102.4,HIGH,39.818,6.968,11.194,56.266,14,0,0
Milk,34.817,RAIL,3829.9,MEDIUM,66.153,36.558,3.334,99.41,18,1,2
Butter,4.534,RAIL,2235.2,HIGH,54.412,14.283,0.253,70.856,5,1,0
Wheat,1.677,ROAD,1508.8,LOW,2.348,0.587,0.304,3.521,32,2,1
Beans,86.148,RAIL,4495.2,LOW,86.148,25.844,9.681,112.87,3,1,1
Apples,1.337,SEA,9403.2,LOW,0.535,0.334,0.189,1.006,1,3,1
Paper,3.678,ROAD,2577.4,MEDIUM,4.782,5.517,1.138,11.145,21,2,2
Tomatoes,1.262,ROAD,1534.5,MEDIUM,2.651,1.136,0.232,4.094,30,2,2
Beans,0.317,RAIL,249.5,LOW,0.317,0.095,0.002,0.412,3,1,1
Rice,0.463,AIR,2696.8,LOW,1.853,0.185,1.187,3.046,26,0,1
Chicken,7.348,RAIL,436.5,LOW,50.701,3.674,0.08,54.118,7,1,1
Turkey,2.82,SEA,16126.7,HIGH,30.739,9.87,0.682,41.416,31,3,0
Beef,0.583,SEA,7668.1,MEDIUM,15.746,1.05,0.067,17.098,4,3,2
Oats,1.352,ROAD,848.4,HIGH,2.163,3.312,0.138,5.671,20,2,0
Plastic,2.218,ROAD,2635.5,LOW,7.763,1.775,0.702,11.253,22,2,1
Beans,2.971,ROAD,1356.8,MEDIUM,2.971,2.674,0.484,5.873,3,2,2
Glass,1.538,ROAD,1840.7,MEDIUM,1.384,2.768,0.34,4.39,13,2,2
Wood,0.826,ROAD,2332.0,MEDIUM,0.413,0.991,0.231,1.414,33,2,2
Tomatoes,0.946,SEA,9710.3,HIGH,1.987,1.987,0.138,4.25,30,3,0
Nuts,2.705,RAIL,1505.4,LOW,6.222,0.947,0.102,7.46,19,1,1
Potatoes,2.066,ROAD,1722.4,MEDIUM,1.033,1.55,0.427,3.103,25,2,2
Polyester,2.551,RAIL,4285.0,MEDIUM,15.814,5.739,0.273,21.322,23,1,2
Lettuce,30.458,ROAD,1655.0,MEDIUM,27.413,22.844,6.049,53.743,17,2,2
Pork,1.995,SEA,10766.5,MEDIUM,24.139,3.292,0.322,26.34,24,3,2
Glass,2.067,AIR,8108.0,MEDIUM,1.86,3.72,15.921,22.965,13,0,2
Eggs,0.083,RAIL,397.7,MEDIUM,0.401,0.113,0.001,0.499,10,1,2
Corn,1.921,AIR,8489.4,MEDIUM,2.113,2.017,15.493,18.336,8,0,2
Lentils,55.5,RAIL,3343.9,LOW,49.95,16.65,4.64,77.814,16,1,1
Wood,5.023,ROAD,2981.3,LOW,2.511,2.009,1.797,6.092,33,2,1
Steel,2.458,ROAD,946.7,HIGH,6.881,15.482,0.279,22.758,28,2,0
Apples,0.616,RAIL,1060.1,LOW,0.247,0.154,0.016,0.404,1,1,1
Wheat,6.917,ROAD,1626.0,MEDIUM,9.684,7.263,1.35,18.726,32,2,2
Lamb,0.457,RAIL,1634.8,MEDIUM,10.958,0.822,0.019,12.597,14,1,2
Apples,4.286,ROAD,655.3,MEDIUM,1.715,3.215,0.337,5.361,1,2,2
Tomatoes,0.454,SEA,11599.4,MEDIUM,0.954,0.409,0.079,1.484,30,3,2
Cotton,0.267,ROAD,724.5,MEDIUM,1.468,0.52,0.023,1.993,9,2,2
Corn,0.205,RAIL,626.2,LOW,0.225,0.072,0.003,0.296,8,1,1
Aluminum,1.698,RAIL,4191.6,HIGH,13.924,14.858,0.178,30.592,0,1,0
Pork,2.171,SEA,10321.3,HIGH,26.27,8.359,0.336,37.576,24,3,0
Potatoes,1.196,ROAD,2662.7,LOW,0.598,0.299,0.382,1.166,25,2,1
Potatoes,0.083,SEA,6541.8,LOW,0.042,0.021,0.008,0.068,25,3,1
Corn,0.358,ROAD,204.5,LOW,0.394,0.125,0.009,0.557,8,2,1
Steel,5.962,SEA,10137.8,MEDIUM,16.693,16.097,0.907,32.867,28,3,2
Glass,0.325,SEA,5914.7,LOW,0.293,0.195,0.029,0.496,13,3,1
Paper,2.42,AIR,6590.7,LOW,3.146,1.21,15.154,20.43,21,0,1
Aluminum,2.84,RAIL,2690.1,HIGH,23.285,24.846,0.191,47.744,0,1,0
Nuts,2.255,SEA,17286.9,LOW,5.186,0.789,0.585,6.357,19,3,1
Apples,10.785,SEA,9399.9,LOW,4.314,2.696,1.521,8.744,1,3,1
Nuts,4.475,AIR,5905.5,MEDIUM,10.293,4.699,25.106,41.195,19,0,2
Wool,0.413,SEA,8024.2,LOW,4.291,0.289,0.05,4.791,34,3,1
Lettuce,1.057,ROAD,364.5,LOW,0.951,0.264,0.046,1.209,17,2,1
Fish_Wild,11.077,ROAD,475.9,LOW,32.123,4.431,0.633,38.423,12,2,1
Pork,0.3,ROAD,1102.9,HIGH,3.626,1.154,0.04,4.957,24,2,0
Glass,3.598,AIR,3656.4,MEDIUM,3.238,6.476,12.498,23.166,13,0,2
Paper,1.492,SEA,14342.0,MEDIUM,1.939,2.238,0.321,4.12,21,3,2
Lettuce,0.165,SEA,17152.8,LOW,0.149,0.041,0.043,0.257,17,3,1
Lentils,0.533,AIR,5971.1,LOW,0.48,0.16,3.023,3.778,16,0,1
Nuts,1.866,AIR,4968.2,LOW,4.292,0.653,8.808,14.518,19,0,1
Beans,10.825,SEA,10751.4,LOW,10.825,3.247,1.746,16.093,3,3,1
Chicken,3.69,ROAD,852.1,MEDIUM,25.463,5.536,0.377,33.106,7,2,2
Pork,2.208,SEA,19691.6,MEDIUM,26.721,3.644,0.652,33.183,24,3,2
Plastic,0.769,ROAD,1173.1,MEDIUM,2.692,1.846,0.108,4.423,22,2,2
Nuts,10.209,AIR,10161.6,LOW,23.48,3.573,98.551,130.189,19,0,1
Tomatoes,1.206,ROAD,723.1,HIGH,2.533,2.533,0.105,5.403,30,2,0
Bananas,0.278,SEA,5745.0,MEDIUM,0.195,0.209,0.024,0.408,2,3,2
Nuts,1.866,ROAD,1499.1,LOW,4.292,0.653,0.336,5.093,19,2,1
Fish_Wild,1.712,SEA,17397.5,MEDIUM,4.964,2.054,0.447,8.255,12,3,2
Paper,0.281,RAIL,1109.5,HIGH,0.365,0.982,0.008,1.367,21,1,0
Lamb,2.52,ROAD,2857.9,MEDIUM,60.477,4.536,0.864,66.502,14,2,2
Fish_Wild,2.722,ROAD,202.0,LOW,7.893,1.089,0.066,9.089,12,2,1
Cotton,1.101,RAIL,2674.7,MEDIUM,6.058,2.148,0.074,8.23,9,1,2
Lamb,1.9,RAIL,2736.7,HIGH,45.59,7.978,0.13,52.064,14,1,0
Chicken,1.869,SEA,15430.8,MEDIUM,12.896,2.803,0.433,16.014,7,3,2
Pork,6.246,SEA,10017.0,HIGH,75.578,24.048,0.939,97.207,24,3,0
Polyester,0.292,ROAD,2095.5,MEDIUM,1.809,0.657,0.073,2.576,23,2,2
Paper,3.432,AIR,2937.3,MEDIUM,4.461,5.147,9.576,21.479,21,0,2
Leather,1.408,SEA,14560.3,HIGH,23.931,9.854,0.307,33.084,15,3,0
Bananas,4.053,AIR,14389.0,LOW,2.837,1.013,55.409,57.845,2,0,1
Corn,0.503,AIR,7584.1,MEDIUM,0.553,0.528,3.624,4.713,8,0,2
Wheat,0.594,ROAD,245.6,LOW,0.831,0.208,0.017,1.069,32,2,1
Chicken,3.255,SEA,19784.9,LOW,22.458,1.627,0.966,24.367,7,3,1
Milk,0.755,SEA,18950.7,HIGH,1.435,1.85,0.215,3.297,18,3,0
Wood,5.616,SEA,13849.9,HIGH,2.808,15.724,1.167,19.925,33,3,0
Glass,2.06,ROAD,2311.4,HIGH,1.854,8.653,0.571,11.266,13,2,0
Paper,6.396,RAIL,3495.2,LOW,8.315,3.198,0.559,12.395,21,1,1
Oats,1.975,RAIL,246.5,MEDIUM,3.161,2.074,0.012,5.045,20,1,2
Steel,0.127,ROAD,205.5,HIGH,0.356,0.801,0.003,1.14,28,2,0
Leather,1.73,SEA,9612.1,HIGH,29.406,12.108,0.249,37.691,15,3,0
Beans,1.591,RAIL,3912.6,LOW,1.591,0.477,0.156,2.076,3,1,1
Leather,0.56,ROAD,155.3,HIGH,9.515,3.918,0.01,13.727,15,2,0
Potatoes,1.437,RAIL,1931.8,MEDIUM,0.719,1.078,0.069,1.758,25,1,2
Fish_Farmed,8.993,RAIL,215.9,LOW,45.866,4.047,0.049,54.069,11,1,1
Polyester,2.472,RAIL,281.5,LOW,15.328,1.854,0.017,18.961,23,1,1
Wheat,1.997,SEA,18926.3,LOW,2.796,0.699,0.567,4.124,32,3,1
Lettuce,0.556,SEA,15784.7,MEDIUM,0.5,0.417,0.132,1.136,17,3,2
Beef,0.563,RAIL,321.2,MEDIUM,15.196,1.013,0.005,16.827,4,1,2
Milk,1.435,ROAD,2653.5,HIGH,2.727,3.517,0.457,6.516,18,2,0
Glass,1.394,ROAD,2538.7,HIGH,1.254,5.854,0.425,8.051,13,2,0
Potatoes,1.478,SEA,12891.4,LOW,0.739,0.37,0.286,1.499,25,3,1
Rice,1.682,SEA,12386.8,LOW,6.728,0.673,0.313,7.303,26,3,1
Aluminum,1.517,RAIL,1300.8,MEDIUM,12.438,5.688,0.049,18.31,0,1,2
Rice,2.935,ROAD,883.8,LOW,11.742,1.174,0.311,13.663,26,2,1
Cotton,1.62,SEA,15123.0,MEDIUM,8.912,3.16,0.368,12.258,9,3,2
Wheat,0.812,SEA,12291.1,LOW,1.137,0.284,0.15,1.578,32,3,1
Shrimp,7.473,SEA,12345.1,HIGH,134.512,34.002,1.384,176.048,27,3,0
Rice,8.02,SEA,9902.7,LOW,32.081,3.208,1.191,37.873,26,3,1
Cheese,1.619,ROAD,820.1,MEDIUM,21.858,2.429,0.159,26.375,6,2,2
Bananas,1.651,ROAD,1891.3,LOW,1.156,0.413,0.375,2.01,2,2,1
Pork,3.442,ROAD,338.9,HIGH,41.643,13.25,0.14,56.829,24,2,0
Lettuce,3.947,SEA,8413.4,MEDIUM,3.552,2.96,0.498,6.238,17,3,2
Wheat,1.515,ROAD,811.3,MEDIUM,2.121,1.591,0.147,3.895,32,2,2
Lentils,0.179,SEA,13700.4,MEDIUM,0.161,0.161,0.037,0.363,16,3,2
Fish_Wild,3.441,RAIL,4212.9,LOW,9.979,1.376,0.362,11.888,12,1,1
Shrimp,3.16,SEA,16104.3,MEDIUM,56.888,6.163,0.763,63.703,27,3,2
Butter,3.413,RAIL,3585.4,MEDIUM,40.953,4.607,0.306,43.333,5,1,2
Lentils,3.79,ROAD,876.6,LOW,3.411,1.137,0.399,4.703,16,2,1
Fish_Farmed,1.052,RAIL,3450.2,MEDIUM,5.364,1.42,0.091,7.274,11,1,2
Wood,7.201,ROAD,1409.6,HIGH,3.601,20.163,1.218,23.433,33,2,0
Pork,0.719,ROAD,2618.3,MEDIUM,8.696,1.186,0.226,10.356,24,2,2
Aluminum,2.717,RAIL,2966.6,MEDIUM,22.279,10.189,0.202,31.467,0,1,2
Beef,2.896,SEA,7150.5,MEDIUM,78.187,5.212,0.311,85.281,4,3,2
Eggs,1.806,ROAD,2877.9,LOW,8.668,0.813,0.624,9.678,10,2,1
Corn,3.681,ROAD,2026.3,HIGH,4.049,9.018,0.895,13.9,8,2,0
Plastic,3.404,ROAD,2063.8,LOW,11.915,2.723,0.843,17.155,22,2,1
Wool,0.46,SEA,9578.9,MEDIUM,4.78,0.965,0.066,6.003,34,3,2
Tomatoes,2.437,ROAD,1653.5,HIGH,5.118,5.118,0.484,11.109,30,2,0
Pork,1.916,SEA,8308.5,MEDIUM,23.182,3.161,0.239,25.36,24,3,2
Glass,2.086,SEA,8449.9,HIGH,1.877,8.761,0.264,9.915,13,3,0
Wheat,0.923,SEA,17606.2,LOW,1.292,0.323,0.244,1.973,32,3,1
Cheese,0.79,RAIL,4040.1,HIGH,10.671,2.767,0.08,13.602,6,1,0
Tofu,13.154,AIR,7076.7,MEDIUM,26.309,15.785,88.435,134.852,29,0,2
Leather,0.206,SEA,13435.3,HIGH,3.499,1.441,0.041,4.591,15,3,0
Shrimp,2.956,AIR,9440.9,HIGH,53.205,13.449,26.51,100.082,27,0,0
Butter,2.617,ROAD,2080.5,MEDIUM,31.402,3.533,0.653,35.796,5,2,2
Fish_Wild,3.019,ROAD,1113.3,LOW,8.756,1.208,0.403,10.051,12,2,1
Wheat,15.616,AIR,7382.9,MEDIUM,21.862,16.397,109.526,141.183,32,0,2
Beef,1.972,ROAD,760.9,HIGH,53.241,8.282,0.18,57.325,4,2,0
Leather,7.103,ROAD,125.4,HIGH,120.756,49.723,0.107,157.602,15,2,0
Fish_Wild,1.335,RAIL,203.6,LOW,3.871,0.534,0.007,4.584,12,1,1
Shrimp,0.29,RAIL,1318.4,HIGH,5.223,1.32,0.01,6.091,27,1,0
Plastic,4.249,ROAD,1687.8,LOW,14.871,3.399,0.861,20.191,22,2,1
Rice,1.736,RAIL,3622.8,MEDIUM,6.943,2.083,0.157,9.013,26,1,2
Pork,1.146,ROAD,2291.9,HIGH,13.862,4.411,0.315,17.428,24,2,0
Corn,10.34,ROAD,486.6,MEDIUM,11.374,10.857,0.604,23.254,8,2,2
Beef,0.99,ROAD,2422.9,MEDIUM,26.723,1.782,0.288,29.999,4,2,2
Tomatoes,8.601,SEA,11598.3,HIGH,18.062,18.062,1.496,41.245,30,3,0
Cheese,0.694,ROAD,711.2,HIGH,9.372,2.43,0.059,11.66,6,2,0
Cotton,14.205,ROAD,429.4,MEDIUM,78.13,27.701,0.732,103.3,9,2,2
Corn,1.293,SEA,13547.9,HIGH,1.422,3.168,0.263,4.845,8,3,0
Beef,0.539,AIR,5690.2,MEDIUM,14.566,0.971,2.916,18.005,4,0,2
Steel,6.088,AIR,2596.6,HIGH,17.047,38.356,15.018,67.432,28,0,0
Chicken,6.154,ROAD,643.5,LOW,42.461,3.077,0.475,42.284,7,2,1
Fish_Wild,0.663,SEA,10745.2,LOW,1.924,0.265,0.107,1.968,12,3,1
Lettuce,6.629,SEA,18281.9,HIGH,5.966,11.601,1.818,20.502,17,3,0
Oats,2.957,SEA,6525.2,MEDIUM,4.731,3.104,0.289,7.589,20,3,2
Bananas,1.1,ROAD,1209.6,LOW,0.77,0.275,0.16,1.198,2,2,1
Shrimp,0.197,RAIL,886.4,HIGH,3.54,0.895,0.004,4.394,27,1,0
Oats,0.929,RAIL,4484.8,LOW,1.486,0.325,0.104,1.886,20,1,1
Butter,14.591,ROAD,771.1,MEDIUM,175.091,19.698,1.35,188.371,5,2,2
Wheat,2.432,RAIL,3282.4,LOW,3.405,0.851,0.2,4.389,32,1,1
Aluminum,3.626,ROAD,671.2,HIGH,29.736,31.73,0.292,66.369,0,2,0
Tofu,0.239,RAIL,1685.2,MEDIUM,0.478,0.287,0.01,0.839,29,1,2
Aluminum,4.809,SEA,11218.3,HIGH,39.436,42.081,0.809,73.376,0,3,0
Lentils,5.601,ROAD,491.6,MEDIUM,5.041,5.041,0.33,10.459,16,2,2
Oats,10.284,SEA,15907.7,HIGH,16.454,25.195,2.454,47.529,20,3,0
Beef,1.503,ROAD,873.6,HIGH,40.583,6.313,0.158,48.186,4,2,0
Steel,0.294,SEA,7894.2,MEDIUM,0.824,0.795,0.035,1.872,28,3,2
Plastic,16.043,ROAD,1235.7,LOW,56.152,12.835,2.379,73.364,22,2,1
Lamb,0.136,ROAD,2947.1,HIGH,3.262,0.571,0.048,3.584,14,2,0
Lettuce,0.16,RAIL,2307.3,HIGH,0.144,0.28,0.009,0.436,17,1,0
Milk,17.734,SEA,16247.3,HIGH,33.695,43.448,4.322,73.42,18,3,0
Bananas,69.248,SEA,10782.3,LOW,48.474,17.312,11.2,79.765,2,3,1
Glass,0.722,ROAD,925.8,MEDIUM,0.65,1.3,0.08,1.999,13,2,2
Pork,0.579,ROAD,1427.3,MEDIUM,7.007,0.956,0.099,8.28,24,2,2
Oats,9.608,ROAD,730.1,LOW,15.373,3.363,0.842,19.515,20,2,1
Wool,0.229,SEA,9311.7,HIGH,2.387,1.124,0.032,3.479,34,3,0
Nuts,15.182,SEA,5764.7,HIGH,34.918,37.196,1.313,70.099,19,3,0
Wood,1.638,RAIL,2617.4,MEDIUM,0.819,1.966,0.107,3.061,33,1,2
Beef,3.411,ROAD,1831.8,HIGH,92.085,14.324,0.75,102.042,4,2,0
Eggs,1.977,SEA,13062.8,HIGH,9.491,6.228,0.387,17.235,10,3,0
Lamb,1.203,SEA,10256.1,MEDIUM,28.867,2.165,0.185,29.476,14,3,2
Wood,1.02,RAIL,1188.9,MEDIUM,0.51,1.224,0.03,1.67,33,1,2
Chicken,0.823,RAIL,2939.7,LOW,5.678,0.411,0.06,5.964,7,1,1
Pork,3.805,ROAD,1402.3,HIGH,46.04,14.649,0.64,57.653,24,2,0
Wool,0.587,ROAD,493.5,HIGH,6.105,2.876,0.035,8.525,34,2,0
Nuts,3.403,AIR,11218.7,MEDIUM,7.827,3.573,36.267,48.953,19,0,2
Lamb,2.391,SEA,5025.1,MEDIUM,57.395,4.305,0.18,60.392,14,3,2
Corn,0.643,SEA,18799.1,MEDIUM,0.707,0.675,0.181,1.47,8,3,2
Nuts,3.333,RAIL,1684.4,MEDIUM,7.667,3.5,0.14,11.284,19,1,2
Wool,0.618,ROAD,1049.8,MEDIUM,6.424,1.297,0.078,7.006,34,2,2
Bananas,1.28,SEA,8066.0,MEDIUM,0.896,0.96,0.155,2.089,2,3,2
Apples,4.509,ROAD,133.5,LOW,1.804,1.127,0.072,3.087,1,2,1
Eggs,0.166,ROAD,2038.0,MEDIUM,0.797,0.224,0.041,1.12,10,2,2
Beans,1.558,RAIL,545.4,LOW,1.558,0.468,0.021,1.851,3,1,1
Fish_Wild,0.105,ROAD,1057.1,LOW,0.304,0.042,0.013,0.359,12,2,1
Chicken,0.503,ROAD,2425.8,LOW,3.469,0.251,0.146,3.745,7,2,1
Corn,0.658,SEA,16671.0,LOW,0.724,0.23,0.165,1.078,8,3,1
Plastic,5.993,ROAD,2250.4,LOW,20.974,4.794,1.618,28.995,22,2,1
Apples,10.613,SEA,16337.6,LOW,4.245,2.653,2.601,9.127,1,3,1
Oats,1.702,AIR,12264.5,MEDIUM,2.723,1.787,19.828,23.819,20,0,2
Rice,1.386,SEA,14386.7,LOW,5.544,0.554,0.299,6.46,26,3,1
Fish_Wild,4.318,RAIL,1178.8,LOW,12.521,1.727,0.127,14.222,12,1,1
Leather,1.909,RAIL,578.3,HIGH,32.451,13.362,0.028,48.607,15,1,0
Apples,1.13,RAIL,1631.7,LOW,0.452,0.282,0.046,0.783,1,1,1
Lettuce,7.164,ROAD,459.4,MEDIUM,6.448,5.373,0.395,12.002,17,2,2
Potatoes,2.19,RAIL,520.5,LOW,1.095,0.548,0.028,1.725,25,1,1
Nuts,1.121,ROAD,1759.5,MEDIUM,2.578,1.177,0.237,3.922,19,2,2
Aluminum,1.37,RAIL,4070.2,MEDIUM,11.233,5.137,0.139,16.526,0,1,2
Apples,0.727,ROAD,1847.0,LOW,0.291,0.182,0.161,0.672,1,2,1
Turkey,0.868,ROAD,2008.9,HIGH,9.465,3.039,0.209,12.841,31,2,0
Turkey,5.485,ROAD,969.5,HIGH,59.783,19.196,0.638,77.385,31,2,0
Shrimp,1.246,RAIL,386.9,MEDIUM,22.425,2.429,0.012,25.891,27,1,2
Steel,0.237,ROAD,812.5,MEDIUM,0.663,0.64,0.023,1.374,28,2,2
Plastic,4.405,ROAD,589.5,MEDIUM,15.418,10.572,0.312,25.642,22,2,2
Cheese,2.93,RAIL,4477.1,HIGH,39.551,10.254,0.328,47.194,6,1,0
Beans,4.49,SEA,6462.9,LOW,4.49,1.347,0.435,6.221,3,3,1
Shrimp,0.421,SEA,17529.6,MEDIUM,7.572,0.82,0.111,7.927,27,3,2
Eggs,1.344,ROAD,2009.4,HIGH,6.45,4.233,0.324,11.213,10,2,0
Plastic,2.427,ROAD,2216.4,MEDIUM,8.496,5.826,0.646,14.935,22,2,2
Milk,0.437,ROAD,1829.3,LOW,0.83,0.153,0.096,1.073,18,2,1
Milk,0.251,ROAD,2726.9,HIGH,0.478,0.616,0.082,1.204,18,2,0
Fish_Wild,0.336,AIR,9614.5,LOW,0.974,0.134,3.068,4.318,12,0,1
Pork,0.924,RAIL,516.0,HIGH,11.18,3.557,0.012,14.625,24,1,0
Rice,7.521,SEA,9486.3,LOW,30.085,3.008,1.07,33.615,26,3,1
Lettuce,2.144,AIR,5117.0,HIGH,1.929,3.752,10.422,16.871,17,0,0
Shrimp,0.595,SEA,19829.2,MEDIUM,10.71,1.16,0.177,12.667,27,3,2
Glass,0.527,SEA,16427.8,MEDIUM,0.474,0.949,0.13,1.61,13,3,2
Beans,5.746,ROAD,228.7,LOW,5.746,1.724,0.158,7.937,3,2,1
Pork,1.851,SEA,15660.4,HIGH,22.398,7.127,0.435,29.731,24,3,0
Wool,6.469,SEA,13319.3,LOW,67.282,4.529,1.293,71.983,34,3,1
Beans,3.015,ROAD,2679.5,MEDIUM,3.015,2.713,0.969,6.559,3,2,2
Rice,5.465,SEA,9196.8,LOW,21.86,2.186,0.754,26.695,26,3,1
Rice,0.125,RAIL,3138.1,MEDIUM,0.501,0.15,0.01,0.636,26,1,2
Oats,0.804,ROAD,2348.7,LOW,1.286,0.281,0.226,1.919,20,2,1
Plastic,1.182,ROAD,2939.4,LOW,4.136,0.945,0.417,5.377,22,2,1
Shrimp,0.285,RAIL,869.2,HIGH,5.127,1.296,0.006,6.735,27,1,0
Cheese,5.795,ROAD,2130.3,MEDIUM,78.237,8.693,1.481,85.815,6,2,2
Cotton,0.121,SEA,16108.9,LOW,0.665,0.079,0.029,0.797,9,3,1
Polyester,2.628,SEA,16093.3,LOW,16.291,1.971,0.634,18.849,23,3,1
Milk,2.129,AIR,13093.2,MEDIUM,4.045,2.235,26.479,34.586,18,0,2
Apples,0.195,AIR,14437.1,MEDIUM,0.078,0.146,2.673,2.763,1,0,2
Apples,52.999,SEA,11408.3,LOW,21.2,13.25,9.069,44.795,1,3,1
Rice,0.635,ROAD,1772.4,LOW,2.541,0.254,0.135,2.878,26,2,1
Tofu,11.746,SEA,13527.5,LOW,23.492,4.698,2.383,29.139,29,3,1
Cheese,3.973,ROAD,2488.5,HIGH,53.631,13.904,1.186,63.459,6,2,0
Milk,1.206,AIR,11451.4,HIGH,2.291,2.955,13.12,19.16,18,0,0
Wool,6.23,RAIL,1527.3,MEDIUM,64.789,13.082,0.238,80.096,34,1,2
Lettuce,4.243,ROAD,2762.9,HIGH,3.818,7.425,1.407,12.742,17,2,0
Cheese,0.433,ROAD,706.7,MEDIUM,5.843,0.649,0.037,6.013,6,2,2
Corn,2.761,SEA,15988.7,HIGH,3.038,6.765,0.662,9.116,8,3,0
